Grain ID,Euler1 (rad),Euler2 (rad),Euler3 (rad),Size (pixels),Size (um^2),Peak SAW Frequency (Hz)
602,5.703458652749018,0.507860107575423,1.0330048697590166,45,25329.830176800002,290100125.9863404
603,1.985483083433245,0.792736762333017,0.7230110853687568,104,58540.05196416001,295488315.5477509
604,5.875867309731008,0.7240129917148701,1.3632811228304784,12,6754.621380480001,289256198.3471074
605,1.3596003355921213,0.6216173003777987,0.8358895965546815,62,34898.877132480004,295049905.5840302
606,2.834754598615864,0.31704729774067747,1.2876663305278568,63,35461.762247520004,289466719.59772396
607,6.045293169733312,0.7760799906121876,0.5597376548154738,33,18575.208796320003,297923050.7320394
608,0.1336749987147761,0.8306349074779142,0.7102758152463762,70,39401.95805280001,295928030.30303025
609,4.620750386815663,0.7540614972539333,0.3286061332204915,12,6754.621380480001,294176976.8692846
610,0.1691513687254125,0.7368164151793437,0.5421471415752069,26,14635.012991040003,299945152.8863293
611,3.9973493773562794,0.6251695736624792,0.2554104263910232,23,12946.357645920001,302454199.79260284
612,2.5555600085561636,0.68400962575975,1.405406167330049,23,12946.357645920001,288626467.8717509
613,4.065543335061707,0.3321620210678281,0.985316653063391,12,6754.621380480001,292877225.8669166
614,1.7154857890389807,0.7882260861384144,0.7661634383912783,49,27581.370636960004,297700054.4365813
615,5.77706801098399,0.6282019103692228,0.6805103976008824,14,7880.391610560001,291375291.37529135
